stemming_data,sentiment
prabowo jadwal tes virus corona rspad,0
cegah corona halte pejaten semprot disinfektan,0
kemendikbud tutup museum cegah sebar covid,0
masjid alaqsa yerussalem tutup cegah sebar virus corona,0
stafsus mendagri tito istri negatif corona,1
cek fakta hoaks warga dharmasraya sumatera barat indikasi corona,0
imbas corona main vamos indonesia pulang spanyol,0
perintah cepat cair pkh antisipasi dampak covid,0
satlantas polresta banyumas laksana protokol sehat covid,0
dampak corona giias surabaya tunda,0
virus corona rebak perintah kaji laksana pilkada serentak,0
virus corona orang tinggal italia hari,-1
konser dewa tunda wabah corona once mekel ikut arah perintah,0
wabah virus corona danilla riyadi hadir tampil musik streaming,0
jessica iskandar richard kyle tunda nikah virus corona,0
situs elearning libur sekolah virus corona,0
tekan wabah corona lurah ketat layan warga,0
satpas sim siap cegah covid layan,0
pandemi global corona liga brasil henti,0
emil dardak alhamdulillah negatif covid,1
virus corona wabah orang kaya ri diam,0
doadoa hindar sakit moga kena virus corona,0
jokowi larang perintah daerah laku lockdown kait covid,0
main italia juara dunia turun lapang lawan virus corona,0
prosedur cegah virus corona who,0
tim fk ui ipb temu senyawa buah potensial tangkal corona,0
cek fakta hoaks wagub kaltim infeksi virus corona,0
presiden bijak daerah covid bahas pusat,0
jokowi iriana tes virus corona hasil,0
cek fakta hoaks bal lockdown akibat corona maret fakta,0
netanyahu tes corona hasil negatif,1
cegah corona pabrik parfum ubah pabrik hand sanitizer,0
bantu tangkal corona crazy rich ri laku,0
maia estianty lelah kampanye cegah virus corona,0
pb idi anggap diam rumah ampuh cegah sebar corona,0
juventus peluang rugi rp miliar akibat virus corona,0
garagara corona acara stasiun televisi indonesia gelar tonton,0
garagara corona bahas omnibus law dpr tunda,0
rsup wahidin sudirohusodo isolasi pasien pdp virus corona,-1
advokat andi asrun bagi kisah tes covid rs sahabat,0
jessica iskandar sedih nikah tunda imbas corona,0
kpi imbau lembaga siar konsisten tayang iklan layan masyarakat virus corona,0
indosat gratis panggil telepon call center corona,0
saran pb idi padat transportasi pandemi corona,0
update pasien total positif virus corona,-1
putar tular covid,0
pasien suspect rawat sumut tetap status siaga corona,-1
pamer otomotif iims resmi tunda corona,0
rs unair batas periksa virus corona,0
mpr apresiasi presiden wenang daerah corona,0
idi identitas pasien positif covid ungkap,0
ida desak perintah daerah positif corona,0
idi angkat bicara kait virus corona,0
rs rujuk pasien covid banjir warga cek sehat imbau perintah,0
perintah ajak rumah sakit swasta bantu tangan virus corona,0
edar hoax corona mojokerto fakta,0
ciriciri virus corona sebar pasien jakarta awas,0
itdc laku cegah sebar covid,0
idi aceh saran uji nasional tunda cegah sebar virus corona,0
hindar corona tokopedia instruksi karyawan rumah,0
maladewa manfaat resor mewah karantina pasien corona,0
polsek menteng semprot disinfektan cegah corona,0
hadap covid tito layan dukcapil jalan,0
pandemi covid rsud depok larang pasien jenguk besok,0
pandemi global corona latih jaga kondisi tubuh,0
tito pemda all out apbd tangkal corona,0
instagram batas filter ar tema corona,0
respons dampak corona kemenkop laku data umkm,0
virus corona format mini liga champions efek liga,0
pulang inggris tim all england indonesia isolasi mandiri cegah covid,0
perintah aku warga periksa corona jalan tes swab,0
dprd jateng dorong pemprov siap anggar tanggulang corona,0
update daftar wisata jakarta tutup cegah sebar corona,0
luhut tekan jajar kemenhub waspada corona,0
virus corona rebak siap piala dunia,0
top tekno berita imun anak versus covid,0
positif covid rudy gobert baik,1
update daftar wisata jawa tutup cegah sebar corona,0
pt pelindo iv semprot disinfektan cegah infeksi covid,0
sekolah asn rembang libur cegah corona,0
malaysia umum lockdown akibat virus corona dampak,0
imbas covid timnas u tunda pusat latih,0
malaysia umum lockdown nasional kait wabah corona,0
gaya santuy bintang liverpool ancam covid,0
syahbandar nunukan awas kapal bendera panama khawatir corona,0
warga riau negatif corona tunggu hasil lab,1
edar tampak paruparu pasien virus corona italia,0
pasien virus corona israel tambah orang,-1
isis takut corona kabur eropa,0
gubernur papua barat nyata daerah siaga corona,0
wabah virus corona malaysia laku isolasi batas,0
kemenkes laboratorium periksa covid,0
pilkada serentak terombangambing ombak virus corona,0
gadis bond olga kurylenko positif corona,-1
prof nidom usul lockdown pulau cegah sebar corona konsep,0
praveen melati masuk karantina protokol pbsi cegah corona,-1
pabrik mobil eropa tutup virus corona,0
jurnalis australia kena corona ngobrol istri tom hanks,-1
taktik cegah virus corona wenger pochettino mourinho,0
ahli ingat orang gejala sebar virus corona,0
layan bus sekolah alih rusunawa kait covid,0
orang papua masuk daftar awas kait covid,-1
susul manila pulau luzon filipina lockdown imbas corona,0
kemensos laku kerja rumah asn cegah covid,0
kopdar komunitas motor kurang virus corona,0
lockdown prancis umum perang lawan virus corona,0
bek juventus positif corona yakin atas situasi,-1
as berat tuduh sebar virus corona,0
cegah virus corona syahrini art sopir pakai sarung tangan,0
virus corona peluang tantang operator seluler,0
anggota dprd bogor jalan tes sehat khawatir covid,0
persen anggota tim valencia nyata positif corona,-1
microsoft bing luncur situs lacak virus corona real time,0
positif corona cianjur langkah perintah daerah,-1
google meet bantu siswa ajar daring libur cegah virus corona,0
prosedur alami gejala virus corona,0
podcast tolak miskin ekonomi gerogot corona,0
pandemi corona covid ribu karyawan ovo rumah,0
mui terbit fatwa batas salat jumat akibat virus corona,0
perintah maksimal tangkal corona angkut tiru vietnam,0
virus corona bikin steam pecah rekor,0
pesan mantan pasien sehat wabah virus corona,0
tips netizen cegah corona cuci tangan detik nyanyi lagu,0
raksasa teknologi komitmen rang tipu misinformasi covid,0
eks menkes nafsiah mboi saran perintah komunikatif tangan corona,0
jenazah wn india cikarang tugas evakuasi sop virus corona,0
ceo universal music lucian grainge positif corona,-1
pompa gairah industri musik corona skotlandia diskon persen,0
tinggal rumah imbas corona arnold schwarzenegger main bareng kuda poni,0
gadis james bond olga kurylenko positif covid,-1
daftar lengkap jabat negara cek virus corona hasil,0
as laku uji coba vaksin virus corona,0
lsm lingkung ingat rs buang limbah medis covid tpa,0
covid oyak paruparu turis cina italia,0
valencia kira tiga klub papar virus corona,0
idris elba istri pm kanada positif corona lewis hamilton,-1
amat virus corona bawa hikmah tunda rencana investasi google cs,0
cegah sebar corona daki kawah ijen tutup,0
hadir ultah bos universal music kris jenner negatif corona,1
cek fakta hoaks pasar tanah abang tutup corona,0
produksi film musikal camila cabello tunda corona,0
lawan covid rumah,0
buruk pasar saham as babakbelur corona,0
konser one ok rock jakarta resmi tunda wabah corona,0
pamer saldo nikita mirzani sumbang rp juta wabah corona,0
sebar hoax corona masuk lampung perempuan muda tangkap,0
jk hadir rapat bahas corona kantor mui,0
wabah virus corona justin bieber unggah daftar organisasi amal,0
kerja rumah virus corona simak tips,0
artis frustrasi karantina rumah virus corona,0
pegawai bni positif papar virus corona kondisi stabil,-1
perintah saran terap social distancing atas corona jaga ekonomi,0
cegah sebar corona kapolda kalsel jajar cek suhu tubuh,0
wali kota solo klaim masyarakat waspada tetap klb corona,-1
banten klb corona lapas kelas tangerang sedia video call,-1
pgn virus corona ganggu target langgan rumah tangga,0
polri sebar hoaks corona kena uu ite ancam penjara,0
cekfakta ganas infodemik virus corona,0
bnpb panjang darurat virus corona mei,0
jusuf kalla jalan tes virus corona hasil,0
indikasi covid pasien kabur isolasi rs mardi rahayu kudus,-1
potret kota istirahat rutinitas dampak virus corona,0
cek fakta hoaks warga positif corona salam komando menhub,0
eks wapres jusuf kalla jalan tes corona,0
konser ayu ting ting tunda virus corona sebar,0
syamsir alam bunga jelitha tunda resepsi nikah wabah corona,0
cek fakta hoaks kumur air garam cegah virus corona,0
bnpb panjang darurat corona lebaran,0
iran periksa juta warga gejala virus corona,0
virus corona indonesia lupa siap bekal rebah cantik rumah,0
barito putera tes sehat main kait covid,0
kampus umri pekanbaru kuliah jarak antisipasi corona,0
wabah covid satgas pangan beli bahan pokok batas,0
persen skuat valencia positif corona,-1
kurung virus corona juta orang china hobi masak,0
darurat bencana akibat virus corona panjang mei,0
indonesia gelar tes massal virus corona,0
daniel radcliffe tinggal peran teater pandemi corona,0
gelandang ac mil kritik italia tangan virus corona,0
taman alunalun kapuas kota pontianak tutup cegah covid,0
amerika latin ketat awas covid militer jam malam,0
cek fakta hoaks tumpang krl kapar corona stasiun duren kalibata,0
polda kepri tangkap sebar hoax nakhoda kapal virginia positif corona,0
wags jeda la liga corona main mallorca lamar kasih,0
corona ri kali lipat deteksi nilai lemah,-1
bill gates jack ma donasi lawan corona konglomerat ri,0
ilmuwan khawatir bom virus corona landa afrika,0
virus corona selebgram ancam batuk layan restoran,0
jusuf kalla nilai fatwa mui kait covid mutlak perhati,0
pasien positif corona isolasi rumah yuri rs penuh,0
lomba sumatera jungle run riau tunda akibat wabah covid,0
lagu remix virus corona cardi b tengger urut itunes,0
virus corona serang bengkel auto layan,0
virus corona pandemik jam besuk lapasrutan jabar sunat,0
jk diskusi perintah kait fatwa mui tangan corona,0
kai cirebon semprot desinfektan fasilitas cegah covid,0
kait virus corona tayang iklan finger lickin good henti,0
jual seret corona harga mobil korting,0
cegah virus corona banyuwangi semprot disinfektan ibadah lintas agama,0
pusat daftar laboratorium tes virus corona,0
paksa kerja kantor laku cegah virus corona,0
tips jitu wawancara kerja rumah geger corona,0
buka rapat kadin jusuf kalla virus corona pilihpilih,0
indef usaha nasional maksimal dana csr rang covid,0
pemkab bekas benar keluarga pasien tinggal cianjur positif covid,-1
tablig akbar ustaz abdul somad medan tunda cegah corona,0
jk sambang kantor kadin bahas rencana aksipencegahan virus corona,0
kominfo sergap konten hoax corona,0
tambah total pasien positif virus corona,-1
antisipasi corona menteri pupr laku work from home,0
virus corona indonesia sembuh tinggal,-1
tips hindar stres work from home covid,0
tular virus corona domestik turun korsel ketat periksa batas,1
puluh wni duga infeksi covid india,-1
buka pandemi corona objek wisata bogor cek suhu tubuh unjung,0
pasien positif corona tinggal dunia rsup kariadi semarang,-1
umkm lapor usaha dampak virus corona,0
konfirmasi negara sebar virus corona,0
kunjung aceh mendes pdtt imbau warga waspada virus corona,0
efek corona suzuki karyawannya senam pagi,0
blue bird sedia hand sanitizer cegah covid,0
imbas corona narapidana nusakambangan besuk,0
jubir tangan corona kondisi menhub baik menteri periksa,0
stimulus ekonomi iii luncur antisipasi dampak virus corona,0
pasien positif covid nyata sembuh,1
cekfakta ironi lindung data pasien corona,0
rsup sahabat ruang isolasi pasien covid,0
kjri himbau wni sarawak waspada covid,0
keluh umkm corona call center kemenkop,0
perintah aku pasien positif virus corona tambah,0
positif corona tumpang kapal mesir karantina,-1
libur sekolah efek corona tips ajar rumah ala praktisi homeschooling,0
polda jatim tunda periksa boy william carding akibat covid,0
imbas corona bisnis jadwal manggung rossa ganggu,0
suara bising goda work from home pandemi virus corona,0
daerah corona tetap tanggap darurat,0
ketua mpr utama nilai kegotongroyongan hadap covid,0
trump beli vaksin virus corona jerman jual,0
seru dokter ri jokowi laku screening masif corona,0
alas bnpb panjang status darurat bencana virus corona,-1
chris martin curhat pisah personel coldplay corona,0
hadap pandemi corona kemenperin semangat laku industri nasional,0
usaha tekstil sumbang juta masker tekan sebar corona,0
situs pantau sebar virus corona covid update,0
gelar rapat ioc hitung dampak corona olimpiade,0
pekan mode australia batal corona,0
bnpb wabah covid indonesia bencana skala nasional,0
tuntun islam hadap virus corona cuci tangan lockdown,0
cek fakta hotel milik cristiano ronaldo rs darurat pasien corona,0
tips aman belanja supermarket wabah virus corona,0
khawatir corona main persija jauh ramai,0
hopp benci sepakbola puji vaksin virus corona,0
rebak virus corona elearning pilih ajar rumah,0
panglima tnipresiden video conference tanggulang covid,0
protokol kemenkes ikut curiga tular virus corona,0
orang pasien covid malaysia tinggal,-1
dokter subulussalam karantina pascarawat suspect corona kondisi,0
wisata banda aceh tutup hindar covid,0
new york mek potret bumi istirahat garagara corona,0
libur swiss krisdayanti anggap peduli wabah corona,0
nikita mirzani rachel vennya galang dana lawan corona,0
vaksin virus corona,0
rachel matthews positif corona ingat karantina,-1
resmi nikah kalina oktarani tunda resepsi corona,0
bandara banyuwangi semprot desinfektan antisipasi covid,0
orang infeksi gejala potensi tular virus corona,0
jusuf kalla ri rencana logistik hadap corona,0
cek fakta jelas rs mitra keluarga wanita aku tolak tes virus corona,0
karyawan apple as positif covid,-1
menteri bumn siap rs hotel tangan covid,0
cek fakta hoaks pegawai telkomsel surabaya positif corona,0
pekan mode australia batal wabah virus corona,0
operasi tmc flare bppt sorowako tunda corona,0
cegah covid rutan gedung kpk semprot disinfektan,0
kisah valentino rossi lockdown corona beres garasi,0
lagu solidaritas korban corona pasang indonesia italia,0
tips isolasi mandiri covid rumah,0
virus corona rebak bapas cirebon bimbing daring,0
persib bandung resmi nyata negatif covid,1
wabah corona sekolah zenius tawar ajar online gratis,0
sby sikap virus corona indonesia epicenter,0
akun uas posting corona real radical netizen bertanyatanya,0
desa bersih dunia bal tutup imbas corona,0
